title_x,imdb_id,poster_path,wiki_link,title_y,original_title,is_adult,year_of_release,runtime,genres,imdb_rating,imdb_votes,story,summary,tagline,actors,wins_nominations,release_date
Kisaan,tt1372266,https://upload.wikimedia.org/wikipedia/en/c/c5/Kissan_Hindi_Movie_Poster.jpg,https://en.wikipedia.org/wiki/Kisaan,Kisaan,Kisaan,0,2009,100,Action|Crime|Drama,5.4,256.0,Widower farmer  Dayal Singh  based in Palheri in the District of Chandigarh  witnesses the exploitation of farmers at the hands of Zamindars. He decides to send his elder son  Aman  to the city to study and become a lawyer  while his second son  Jiggar  would live with him and assist him in farming. Years later  the district gets a visit from Sohan Seth  who wants to buy the farm and turn the area into a commercial zone. Aman returns home and is able to join hands with his father and brother in advising the locales against Sohan. Things get out of hand when Jiggar is arrested for Assault  and even though Aman defends him  is sentenced to five years in prison. After his discharge  Jiggar returns home to find his father bed-ridden  half of his body paralyzed  a number of farmers have committed suicide  while Aman  who has married his sweetheart-fellow lawyer  Priya  lives in the city  works for Sohan  and has been putting pressure on Dayal as well as other farmers to sell their ...,Widower farmer  Dayal Singh  based in Palheri in the District of Chandigarh  witnesses the exploitation of farmers at the hands of Zamindars. He decides to send his elder son  Aman  to the ...                    ,,Jackie Shroff|Sohail Khan|Arbaaz Khan|Nauheed Cyrusi|Dia Mirza|Sharat Saxena|Vishwajeet Pradhan|Dalip Tahil|Sarfaraz Khan|Dwij Yadav|,1 nomination,20 March 2009 (India)
Yeh Mera India,tt1002963,,https://en.wikipedia.org/wiki/Yeh_Mera_India,Y.M.I. Yeh Mera India,Y.M.I. Yeh Mera India,0,2008,137,Crime|Drama|Thriller,7.8,871.0,Mumbai 11th July: Sameer Ali reads a verse from the Bhagvad Geeta to a dying hospitalized benevolent Hindu Pandit who had brought him after the passing of his Islamic parents; Looking for employment on an empty stomach  Bhola Paswan finds Biharis are hated and shunned; Gangster Ashfaq asks Noor Ahmed Khan  who  in turn  recruits former Naxalite Raja Shetty  to assassinate womanizing Builder Arun Talreja; An upper-caste Hindu politician  Shripad Shinde  forbids his son  Nachiket  to marry Asha Ambedkar  as she belongs to a lower Caste; Rendered homeless  Inspector Chandrakant Shinde is on the look-out for a stolen vehicle  and hates Biharis for taking over his house; TV Producer  Jennifer Ali  is attacked by Ashfaq during a party; Lower-caste Asha is stalked and molested by right-winged upper-caste Hindus; After being robbed and accused of stealing clothes  Sharada Bai prepares to attack her two-faced employer  Sushma Talreja; Caught in a traffic jam  Judge Ayyar is anxious to visit ...,Lives of several people intertwine during an eventful day in Mumbai.,Behind Every Bad News... There Is Good News...,Anupam Kher|Atul Kulkarni|Milind Gunaji|Aakash Pandey|Parvin Dabas|Perizaad Zorabian|Rajit Kapoor|Purab Kohli|Rajpal Yadav|Sarika|Sayaji Shinde|Seema Biswas|Smiley Suri|Vijay Raaz|,1 nomination,28 August 2009 (India)
Aagey Se Right,tt1479667,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Aage_se_right.JPG/220px-Aage_se_right.JPG,https://en.wikipedia.org/wiki/Aagey_Se_Right,Aagey Se Right,Aagey Se Right,0,2009,117,Comedy|Crime|Drama,5.1,354.0,Spurred on by his pushy mother  Kanta  slacker Dinkar Waghmare  infatuated with TV Reporter  Soniya Bhatt  is compelled to join the Mumbai Police Force as a Sub-Inspector and follow in his late father's footsteps. On his way to Mumbai  his service revolver gets stolen by three youth. His hilarious attempts to recover it leads him to assorted characters and situations which include an underground den of organized criminal don Raghav Shetty; the suicidal daughter  Suhasi  of Police Commissioner Digvijay Mathur; an angry resident  Hasmukh Irani  who is threatening to kill the Mayor; a lovelorn terrorist  Balma Rashidul Khairi  who has been sent to plant an explosive in an 1800-plus gathering of Mumbai's police officers.,Spurred on by his pushy mother  Kanta  slacker Dinkar Waghmare  infatuated with TV Reporter  Soniya Bhatt  is compelled to join the Mumbai Police Force as a Sub-Inspector and follow in his ...                    ,,Shreyas Talpade|Mahie Gill|Karan Veer Mehra|Kay Kay Menon|Shiv Panditt|Shenaz Treasury|,,4 September 2009 (India)
Chintu Ji,tt1135931,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/Chintu_Ji_poster.jpg/220px-Chintu_Ji_poster.jpg,https://en.wikipedia.org/wiki/Chintu_Ji,Chintu Ji,Chintu Ji,0,2009,115,Comedy|Drama,5.8,168.0,Rishi  the son of legendary Raj Kapoor  decides to try his hand at politics  and to garner support  re-locates to his birth village  Hadbahedi. The village is located in an isolated area where most trains do not stop  and electricity is only available for about 6 hours a day. He also decides to shoot a film 'Khooni Khazana' with Producer/Director  Malkani. Once there  he secretly makes a deal to lend his name to an alcoholic beverage  in exchange for a plot of land in nearby Triphala  and one Crore Rupees  while pledging to the naive villagers that he has no intention to re-locating anywhere. Misled villagers believe Hadbahedi will get popular and modernized  and decide to assist him with all their might. Things escalate into chaos  and anger  when they find out that their valuables are being stolen  and the women being molested  by the film crew  while the police accuse them of harboring a terrorist who was responsible for the December 13  2001  attack on the Indian Parliament.,Rishi  the son of legendary Raj Kapoor  decides to try his hand at politics  and to garner support  re-locates to his birth village  Hadbahedi. The village is located in an isolated area ...                    ,,Rishi Kapoor|Priyanshu Chatterjee|Kulraj Randhawa|Saurabh Shukla|Grusha Kapoor|,,4 September 2009 (India)
Quick Gun Murugun,tt1176911,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Quick_Gun_Murugun_2009_poster.jpg/220px-Quick_Gun_Murugun_2009_poster.jpg,https://en.wikipedia.org/wiki/Quick_Gun_Murugun,Quick Gun Murugun: Misadventures of an Indian Cowboy,Quick Gun Murugun: Misadventures of an Indian Cowboy,0,2009,97,Action|Comedy|Drama,5.9,757.0,Quick Gun Murugun is a western spoof with attitude  featuring outlandish songs  outrageous melodrama and crazy action sequences including a classic duel in a traffic jam. The film tells the story of Quick Gun Murugun - a South Indian karmic cowboy whose duty is to protect and cows. When faced with a world-conquering arch villain restaurant owner who wants to create the ultimate McDosa chain using beef  Quick Gun enters into an epic battle of vegetarianism vs. non-vegetarianism that spans time and space  from a small South Indian village to an Indian heaven and then finally to a cosmopolitan Mumbai across 15 years.,A once-dead vegetarian cowboy is sent back to life to battle a beef-eating villain.,MIND IT!,Rajendra Prasad|Nassar|Rambha|Raju Sundaram|Vinay Pathak|Ashwin Mushran|Sandhya Mridul|Ranvir Shorey|,,28 August 2009 (India)
Fox (film),tt1324076,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Fox_film.jpg/220px-Fox_film.jpg,https://en.wikipedia.org/wiki/Fox_(film),Fox,Fox,0,2009,145,Crime|Drama|Mystery,5.2,512.0,Mumbai-based Advocate Arjun Kapoor decides to abandon the defense of accused Raj Thakur after witnessing the anguish of the victim's parents. He is subsequently charged with Contempt of Court  and disbarred from practicing law. Disillusioned  he re-locates to Goa and meets with McNamara  who gives him a book titled 'Fix the Fox'. Arjun reads the book  is very impressed  compliments the former  and is invited for lunch. When he does get there  he is told by Constable Gaitonde that McNamara is no more. Arjun then meets with Sophia  publishes the book under his very own name  it becomes a bestseller  and he a celebrity. Shortly thereafter  his life will be turned upside down when he will be interrogated and arrested by Goa Crime Branch Inspector Yashwant Deshmukh for killing five individuals.,A disgraced lawyer-turned-author is arrested for multiple homicides.,,Arjun Rampal|Sunny Deol|Udita Goswami|Sagarika Ghatge|Vipul Gupta|,,4 September 2009 (India)
Baabarr,tt1508950,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Baabarr_%28movie_poster%29.jpg/220px-Baabarr_%28movie_poster%29.jpg,https://en.wikipedia.org/wiki/Baabarr,Baabarr,Baabarr,0,2009,180,Action|Crime|Drama,5.2,287.0,Born in violent Amanganj  Uttar Pradesh  Mohammad Baabarr Qureshi watches his eldest brother go to jail for killing Kale Pahelwan. He watches and learns from his other brothers  seriously injures another boy  and after acquiring a gun  kills the boy's father. He grows up to be a much-feared gangster in an area where the police themselves fear to venture. While S.P. Mrityujain Dwivedi would like to arrest him  he holds back and instead encourages Baabarr's rival  Tabrez Alam  to gain more ground and enter into an open conflict with the former. Things escalate to such an extent that Baabarr is forced to flee to his wife  Afreen  in Kolkata  where he is eventually traced and brought before the courts. This is where the Uttar Pradesh police will experience frustration when the court holds Baabarr in judicial custody forbidding the police to even lay a hand on him. With over 200 incidents  virtually no witnesses nor evidence to tie him to any crime  it does look as if Baabaar  who has ...,A young lad from a crime-laden family grows up to be a much-feared gangster.,I was I am and I will be...........Babbarr,Mithun Chakraborty|Om Puri|Sohum Shah|Urvashi Sharma|Kasish Khan|Sushant Singh|Shakti Kapoor|Tinnu Anand|Mukesh Tiwari|Govind Namdeo|Vivek Shauq|Vishwajeet Pradhan|Kannaan Arun Iyer|Pratima Kazmi|,,11 September 2009 (India)
Phir Kabhi,tt1236441,https://upload.wikimedia.org/wikipedia/en/2/2f/PhirKabhi2009.jpg,https://en.wikipedia.org/wiki/Phir_Kabhi,Phir Kabhi,Phir Kabhi,0,2008,\N,Drama|Romance,6.9,70.0,Hari Singh has been married to Lakshmi for about 40 years  is the father of a male child  who is employed in America  while his wife  Divya  and daughter  Sonia  live with them in a very harmonious relationship. Then Lakshmi suddenly passes away  leaving Hari alone and vulnerable. He gets close to his grand-daughter  and starts visiting his school-mates. It is then Divya concludes that Hari may not be a good influence over her daughter  after she finds out that he has not only fallen in love  but is also visiting on the sly  as well as exchanging love letters with a woman named Ganga.,Hari Singh has been married to Lakshmi for about 40 years  is the father of a male child  who is employed in America  while his wife  Divya  and daughter  Sonia  live with them in a very ...                    ,,Mithun Chakraborty|Dimple Kapadia|Kaivalya Chheda|Gulshan Grover|Surendra Rajan|Rimoh Chakraborty|Rati Agnihotri|,,
Vaada Raha,tt1512321,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Vaadaraha-2009-2b-1_1241776041.jpg/220px-Vaadaraha-2009-2b-1_1241776041.jpg,https://en.wikipedia.org/wiki/Vaada_Raha,Vaada Raha... I Promise,Vaada Raha... I Promise,0,2009,101,Drama,5.4,327.0,After receiving a generous grant from the American Medical Association to find a cure for cancer  Dr. Dyanesh Kripal Chawla  who always gives hope to his patients  proposes to his sweetheart  Pooja  and both arrange to get married soon. While returning home that night  he meets with an accident and wakes up in the East West Hospital paralyzed from the neck down with virtually no chance of recovery. Shattered and devastated  he is in for more trauma and shock when he finds out that Pooja will have nothing to do with him anymore. Upset  bitter and in despair  he loses his will to live  refuses to take medicine nor any treatment  and awaits death.,Dr. Duke Chawla  a paralytic patient awaits death as his fiancee leaves him. However  he befriends a boy who's terminally ill  helps him to live life the fullest.,Sometimes all you need is a little hope,Bobby Deol|Dwij Yadav|Kangana Ranaut|Mohnish Bahl|,,11 September 2009 (India)
Dil Bole Hadippa!,tt1202540,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Dilbolehadippa%21.jpg/220px-Dilbolehadippa%21.jpg,https://en.wikipedia.org/wiki/Dil_Bole_Hadippa!,Dil Bole Hadippa!,Dil Bole Hadippa!,0,2009,148,Comedy|Drama|Sport,4.5,3528.0,Veera (Rani Mukerji) is a fire-cracker of a girl who lives in a small village but dreams in 70mm. She works in a local theatre group but dreams of playing cricket in the big league. Yes  believe it or not  she wants to play with Tendulkar and Dhoni for India. While Veera dreams on in India  Rohan (Shahid Kapoor) is an accomplished captain of a county cricket team in England. Rohan returns to India to captain his fathers cricket team which has been losing consecutively for the last 8 years. In a village where girls don't play cricket  Veera has to put on a turban and beard and become a man to fulfill her dreams. Her brilliance on the field earns her a place in Rohans team and Veera Kaur becomes Veer Pratap Singh. And then begins a roller-coaster journey of Veera  Rohan and Veer filled with colour  vibrant music  romance and comedy through Punjab and beyond. This tale of turbans  twists and tricks will make your heart go Hadippa.,In a village where girls don't play cricket  Veera puts on a turban and beard and becomes Veer to fulfill her dreams and meets Rohan. And fun begins.,This September... dil bole sing & dance... dil bole bat & bowl...,Shahid Kapoor|Rani Mukerji|Anupam Kher|Dalip Tahil|Rakhi Sawant|Sherlyn Chopra|Shri Vallabh Vyas|Vrajesh Hirjee|Poonam Dhillon|Shonali Nagrani|Karan Veer|Bobby Bedii|Vickeey Ahhuja|Sherry Rekhi|,,18 September 2009 (India)
What's Your Raashee?,tt1242530,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/What%27s_Your_Raashee%3F_poster.jpg/220px-What%27s_Your_Raashee%3F_poster.jpg,https://en.wikipedia.org/wiki/What%27s_Your_Raashee%3F,What's Your Raashee?,What's Your Raashee?,0,2009,195,Comedy|Drama|Romance,4.6,2417.0,What's Your Raashee? Yogesh Patel  a young man in a hurry. Yogesh must find his dream girl within 10 days to save his family from utter ruin. Finding the dream girl is tough enough. Finding her in a hurry is even tougher.,A young man has only ten days to locate his soulmate as dictated by the stars  otherwise he could lose a fortune. He thus embarks on a journey through love  looking through twelve girls to find the one who fits his horoscope.,,Harman Baweja|Priyanka Chopra|Anjan Srivastav|Manju Singh|Dilip Joshi|Ajeeta Kulkarni|Vishwa Mohan Badola|Darshan Jariwala|Bhairavi|Geeta Tyagi|Rajesh Vivek|Yuri Suri|Daya Shankar Pandey|Marcell Dsouza|,1 nomination,2 October 2009 (USA)
